Id,BuyerId,OrderDate,OrderStatusId,PaymentMethodId,Description,Address_City,Address_Country,Address_State,Address_Street,Address_ZipCode
3049,5298,2017-01-23T14:58:00,4,,,Sheffield,United Kingdom,Sheffield,N/A,84266
3050,2017,2017-01-23T14:59:00,4,,,Brighton,United Kingdom,Brighton,N/A,88675
3051,4857,2017-01-23T15:16:00,4,,,Manchester,United Kingdom,Manchester,N/A,44711
3052,1301,2017-01-23T15:17:00,4,,,Lille,France,Hauts-de-France,N/A,41690
3053,4368,2017-01-23T15:34:00,4,,,London,United Kingdom,London,N/A,44858
3054,2641,2017-01-23T15:34:00,4,,,Leicester,United Kingdom,Leicester,N/A,83499
3055,2177,2017-01-23T15:45:00,4,,,Edinburgh,United Kingdom,Edinburgh,N/A,98079
3056,2254,2017-01-23T16:02:00,4,,,Birmingham,United Kingdom,West Midlands,N/A,89772
3057,2053,2017-01-23T16:17:00,4,,,Newcastle,United Kingdom,Tyneside,N/A,14234
3058,1532,2017-01-24T08:20:00,4,,,Brighton,United Kingdom,Brighton,N/A,41569
3059,4000,2017-01-24T09:25:00,4,,,London,United Kingdom,London,N/A,82978
3060,2740,2017-01-24T09:28:00,4,,,Newcastle,United Kingdom,Tyneside,N/A,62114
3061,2777,2017-01-24T09:52:00,4,,,Bournemouth,United Kingdom,Dorset,N/A,63989
3062,2466,2017-01-24T09:52:00,4,,,Glasgow,United Kingdom,Glasgow,N/A,24255
3063,3280,2017-01-24T10:01:00,4,,,Glasgow,United Kingdom,Glasgow,N/A,20964
3064,4056,2017-01-24T10:01:00,4,,,Nottingham,United Kingdom,Nottingham,N/A,46987
3065,1451,2017-01-24T10:05:00,4,,,Sheffield,United Kingdom,Sheffield,N/A,88553
3066,1163,2017-01-24T10:12:00,4,,,Essen,Germany,North Rhine-Westphalia,N/A,34161
3067,2073,2017-01-24T10:38:00,4,,,Southampton,United Kingdom,South Hampshire,N/A,59124
3068,2563,2017-01-24T10:43:00,4,,,Liverpool,United Kingdom,Liverpool,N/A,62201
3069,1779,2017-01-24T10:56:00,4,,,Manchester,United Kingdom,Manchester,N/A,95867
3070,2767,2017-01-24T11:12:00,4,,,Liverpool,United Kingdom,Liverpool,N/A,55730
3071,2937,2017-01-24T11:21:00,4,,,Manchester,United Kingdom,Manchester,N/A,31291
3072,2937,2017-01-24T11:31:00,4,,,Manchester,United Kingdom,Manchester,N/A,31291
3073,4987,2017-01-24T11:34:00,4,,,Glasgow,United Kingdom,Glasgow,N/A,67679
3074,2440,2017-01-24T11:35:00,4,,,Manchester,United Kingdom,Manchester,N/A,12126
3075,4795,2017-01-24T11:50:00,4,,,Coventry,United Kingdom,Coventry,N/A,14720
3076,5206,2017-01-24T11:56:00,4,,,Nottingham,United Kingdom,Nottingham,N/A,44596
3077,3524,2017-01-24T12:00:00,4,,,London,United Kingdom,London,N/A,87326
3078,5188,2017-01-24T12:08:00,4,,,Nottingham,United Kingdom,Nottingham,N/A,56165
3079,3281,2017-01-24T12:13:00,4,,,Cardiff,United Kingdom,Cardiff,N/A,67034
3080,4128,2017-01-24T12:44:00,4,,,Liverpool,United Kingdom,Liverpool,N/A,35208
3081,1273,2017-01-24T12:58:00,4,,,Leipzig,Germany,Saxony,N/A,51717
3082,4951,2017-01-24T13:06:00,4,,,Middlesbrough,United Kingdom,Teesside,N/A,34293
3083,1219,2017-01-24T13:27:00,4,,,Cologne,Germany,North Rhine-Westphalia,N/A,96270
3084,2097,2017-01-24T13:35:00,4,,,Birmingham,United Kingdom,West Midlands,N/A,76422
3085,1772,2017-01-24T13:37:00,4,,,Manchester,United Kingdom,Manchester,N/A,47330
3086,3047,2017-01-24T13:48:00,4,,,Edinburgh,United Kingdom,Edinburgh,N/A,74193
3087,1438,2017-01-24T13:58:00,4,,,Bournemouth,United Kingdom,Dorset,N/A,14366
3088,4180,2017-01-24T14:01:00,4,,,Edinburgh,United Kingdom,Edinburgh,N/A,96613
3089,2596,2017-01-24T14:16:00,4,,,Sheffield,United Kingdom,Sheffield,N/A,62516
3090,3772,2017-01-24T14:39:00,4,,,Bournemouth,United Kingdom,Dorset,N/A,47329
3091,2970,2017-01-24T14:44:00,4,,,Nottingham,United Kingdom,Nottingham,N/A,39536
3092,1883,2017-01-24T14:46:00,4,,,Bristol,United Kingdom,Bristol,N/A,51190
3093,2859,2017-01-24T14:54:00,4,,,Limerick,EIRE,ROI,N/A,24493
3094,1056,2017-01-24T15:09:00,4,,,L'Hospitalet,Spain,Catalonia,N/A,87274
3095,1272,2017-01-24T15:32:00,4,,,Saint-Denis,France,Réunion,N/A,10972
3096,3505,2017-01-24T15:47:00,4,,,Sheffield,United Kingdom,Sheffield,N/A,66667
3097,1567,2017-01-24T15:48:00,4,,,Edinburgh,United Kingdom,Edinburgh,N/A,55451
3098,2949,2017-01-24T15:52:00,4,,,Glasgow,United Kingdom,Glasgow,N/A,23233
3099,4381,2017-01-24T15:59:00,4,,,Edinburgh,United Kingdom,Edinburgh,N/A,38126
3100,2298,2017-01-24T16:05:00,4,,,Bristol,United Kingdom,Bristol,N/A,72332
3101,3080,2017-01-25T08:03:00,4,,,Coventry,United Kingdom,Coventry,N/A,86989
3102,1928,2017-01-25T08:21:00,4,,,Nottingham,United Kingdom,Nottingham,N/A,77348
3103,2136,2017-01-25T09:01:00,4,,,Cardiff,United Kingdom,Cardiff,N/A,39114
3104,1053,2017-01-25T09:11:00,4,,,Mechelen,United States,Flanders,N/A,59764
3105,3671,2017-01-25T09:31:00,4,,,Leeds,United Kingdom,West Yorkshire,N/A,29845
3106,1598,2017-01-25T09:58:00,4,,,Stoke-on-Trent,United Kingdom,Potteries,N/A,24269
3107,5143,2017-01-25T10:20:00,4,,,Cardiff,United Kingdom,Cardiff,N/A,19589
3108,5144,2017-01-25T10:38:00,4,,,Sheffield,United Kingdom,Sheffield,N/A,68744
3109,1002,2017-01-25T10:42:00,4,,,Salo,Finland,Finland Proper,N/A,54063
3110,2390,2017-01-25T10:49:00,4,,,Newcastle,United Kingdom,Tyneside,N/A,31029
3111,2417,2017-01-25T10:56:00,4,,,Southampton,United Kingdom,South Hampshire,N/A,70947
3112,2417,2017-01-25T10:57:00,4,,,Southampton,United Kingdom,South Hampshire,N/A,70947
3113,3148,2017-01-25T11:07:00,4,,,Bournemouth,United Kingdom,Dorset,N/A,91330
3114,1464,2017-01-25T11:08:00,4,,,Glasgow,United Kingdom,Glasgow,N/A,95138
3115,2492,2017-01-25T11:18:00,4,,,London,United Kingdom,London,N/A,50730
3116,3076,2017-01-25T11:20:00,4,,,Bournemouth,United Kingdom,Dorset,N/A,31972
3117,2598,2017-01-25T11:41:00,4,,,Newcastle,United Kingdom,Tyneside,N/A,87712
3118,2994,2017-01-25T11:41:00,4,,,Birmingham,United Kingdom,West Midlands,N/A,84464
3119,3623,2017-01-25T11:57:00,4,,,Edinburgh,United Kingdom,Edinburgh,N/A,74916
3120,3359,2017-01-25T11:59:00,4,,,Birmingham,United Kingdom,West Midlands,N/A,98566
3121,4201,2017-01-25T11:59:00,4,,,Cardiff,United Kingdom,Cardiff,N/A,97932
3122,2583,2017-01-25T12:03:00,4,,,Stoke-on-Trent,United Kingdom,Potteries,N/A,44620
3123,5193,2017-01-25T12:15:00,4,,,Cardiff,United Kingdom,Cardiff,N/A,41155
3124,2070,2017-01-25T12:16:00,4,,,Bochum,Germany,North Rhine-Westphalia,N/A,20284
3125,3072,2017-01-25T12:21:00,4,,,Cardiff,United Kingdom,Cardiff,N/A,84107
3126,5097,2017-01-25T12:26:00,4,,,Manchester,United Kingdom,Manchester,N/A,80433
3127,2693,2017-01-25T12:31:00,4,,,Manchester,United Kingdom,Manchester,N/A,24403
3128,2589,2017-01-25T12:33:00,4,,,Birmingham,United Kingdom,West Midlands,N/A,92033
3129,2810,2017-01-25T12:35:00,4,,,Southampton,United Kingdom,South Hampshire,N/A,73458
3130,3297,2017-01-25T12:39:00,4,,,Belfast,United Kingdom,Belfast,N/A,78594
3131,4861,2017-01-25T12:46:00,4,,,Bristol,United Kingdom,Bristol,N/A,14559
3132,4544,2017-01-25T12:52:00,4,,,Bristol,United Kingdom,Bristol,N/A,95734
3133,4038,2017-01-25T13:04:00,4,,,Birmingham,United Kingdom,West Midlands,N/A,49466
3134,1985,2017-01-25T13:10:00,4,,,Manchester,United Kingdom,Manchester,N/A,65121
3135,3167,2017-01-25T13:15:00,4,,,Liverpool,United Kingdom,Liverpool,N/A,52091
3136,1627,2017-01-25T13:26:00,4,,,Cardiff,United Kingdom,Cardiff,N/A,35388
3137,1384,2017-01-25T13:35:00,4,,,Nottingham,United Kingdom,Nottingham,N/A,82193
3138,1285,2017-01-25T13:37:00,4,,,Duisburg,Germany,North Rhine-Westphalia,N/A,23262
3139,3817,2017-01-25T13:38:00,4,,,Southampton,United Kingdom,South Hampshire,N/A,23046
3140,4703,2017-01-25T13:43:00,4,,,Middlesbrough,United Kingdom,Teesside,N/A,36219
3141,2339,2017-01-25T13:46:00,4,,,Manchester,United Kingdom,Manchester,N/A,30210
3142,2446,2017-01-25T13:55:00,4,,,Liverpool,United Kingdom,Liverpool,N/A,72369
3143,1606,2017-01-25T13:55:00,4,,,Edinburgh,United Kingdom,Edinburgh,N/A,37265
3144,2446,2017-01-25T13:55:00,4,,,Liverpool,United Kingdom,Liverpool,N/A,72369
3145,4340,2017-01-25T14:00:00,4,,,Cardiff,United Kingdom,Cardiff,N/A,16850
3146,4740,2017-01-25T14:33:00,4,,,Stoke-on-Trent,United Kingdom,Potteries,N/A,42205
3147,4439,2017-01-25T14:36:00,4,,,Nottingham,United Kingdom,Nottingham,N/A,98769
3148,2418,2017-01-25T14:44:00,4,,,Leeds,United Kingdom,West Yorkshire,N/A,83147
3149,2386,2017-01-25T14:45:00,4,,,Cardiff,United Kingdom,Cardiff,N/A,63452
3150,4014,2017-01-25T14:47:00,4,,,Middlesbrough,United Kingdom,Teesside,N/A,60589
3151,1484,2017-01-25T14:53:00,4,,,Southampton,United Kingdom,South Hampshire,N/A,75931
3152,1203,2017-01-25T15:13:00,4,,,Stuttgart,Germany,Baden-Württemberg,N/A,68057
3153,1485,2017-01-25T15:18:00,4,,,Leicester,United Kingdom,Leicester,N/A,75118
3154,1819,2017-01-25T15:36:00,4,,,Coventry,United Kingdom,Coventry,N/A,59053
3155,3746,2017-01-25T15:55:00,4,,,Southampton,United Kingdom,South Hampshire,N/A,67373
3156,1272,2017-01-25T15:59:00,4,,,Saint-Denis,France,Réunion,N/A,10972
3157,1519,2017-01-25T16:33:00,4,,,Brighton,United Kingdom,Brighton,N/A,28210
3158,3055,2017-01-25T16:36:00,4,,,Nottingham,United Kingdom,Nottingham,N/A,97844
3159,2602,2017-01-26T08:38:00,4,,,Bournemouth,United Kingdom,Dorset,N/A,11934
3160,1464,2017-01-26T09:04:00,4,,,Glasgow,United Kingdom,Glasgow,N/A,95138
3161,2956,2017-01-26T09:23:00,4,,,Cardiff,United Kingdom,Cardiff,N/A,92886
3162,1545,2017-01-26T09:26:00,4,,,Leeds,United Kingdom,West Yorkshire,N/A,91524
3163,1778,2017-01-26T09:27:00,4,,,Nottingham,United Kingdom,Nottingham,N/A,65183
3164,1331,2017-01-26T10:02:00,4,,,Guimarães,Portugal,Norte,N/A,13558
3165,2249,2017-01-26T10:10:00,4,,,Stoke-on-Trent,United Kingdom,Potteries,N/A,66033
3166,4957,2017-01-26T10:17:00,4,,,Sheffield,United Kingdom,Sheffield,N/A,73310
3167,1837,2017-01-26T10:30:00,4,,,Sheffield,United Kingdom,Sheffield,N/A,68160
3168,1875,2017-01-26T10:33:00,4,,,Birmingham,United Kingdom,West Midlands,N/A,58608
3169,1875,2017-01-26T10:33:00,4,,,Birmingham,United Kingdom,West Midlands,N/A,58608
3170,3491,2017-01-26T10:49:00,4,,,Glasgow,United Kingdom,Glasgow,N/A,92198
3171,3491,2017-01-26T10:51:00,4,,,Glasgow,United Kingdom,Glasgow,N/A,92198
3172,3682,2017-01-26T11:14:00,4,,,Manchester,United Kingdom,Manchester,N/A,48597
3173,2239,2017-01-26T11:27:00,4,,,Edinburgh,United Kingdom,Edinburgh,N/A,67166
3174,3958,2017-01-26T11:34:00,4,,,Leicester,United Kingdom,Leicester,N/A,29309
3175,3958,2017-01-26T11:35:00,4,,,Leicester,United Kingdom,Leicester,N/A,29309
3176,3519,2017-01-26T12:12:00,4,,,Manchester,United Kingdom,Manchester,N/A,92529
3177,2085,2017-01-26T12:15:00,4,,,London,United Kingdom,London,N/A,78269
3178,4463,2017-01-26T12:19:00,4,,,Belfast,United Kingdom,Belfast,N/A,25686
3179,1097,2017-01-26T12:27:00,4,,,Essen,Germany,North Rhine-Westphalia,N/A,71482
3180,2859,2017-01-26T12:29:00,4,,,Limerick,EIRE,ROI,N/A,24493
3181,2641,2017-01-26T12:36:00,4,,,Leicester,United Kingdom,Leicester,N/A,83499
3182,4907,2017-01-26T12:36:00,4,,,Leicester,United Kingdom,Leicester,N/A,18310
3183,3193,2017-01-26T12:38:00,4,,,Birmingham,United Kingdom,West Midlands,N/A,82297
3184,2898,2017-01-26T12:40:00,4,,,Middlesbrough,United Kingdom,Teesside,N/A,69727
3185,2645,2017-01-26T12:42:00,4,,,London,United Kingdom,London,N/A,53860
3186,2372,2017-01-26T12:43:00,4,,,London,United Kingdom,London,N/A,51124
3187,5009,2017-01-26T12:45:00,4,,,Birmingham,United Kingdom,West Midlands,N/A,48926
3188,4433,2017-01-26T13:20:00,4,,,Glasgow,United Kingdom,Glasgow,N/A,18471
3189,2382,2017-01-26T13:33:00,4,,,Nottingham,United Kingdom,Nottingham,N/A,83333
3190,1564,2017-01-26T13:37:00,4,,,Brighton,United Kingdom,Brighton,N/A,77562
3191,1099,2017-01-26T13:38:00,4,,,Bielefeld,Germany,North Rhine-Westphalia,N/A,60881
3192,4651,2017-01-26T13:38:00,4,,,Coventry,United Kingdom,Coventry,N/A,31817
3193,4165,2017-01-26T13:40:00,4,,,Sheffield,United Kingdom,Sheffield,N/A,43077
3194,1553,2017-01-26T13:46:00,4,,,Sheffield,United Kingdom,Sheffield,N/A,63104
3195,4165,2017-01-26T13:46:00,4,,,Sheffield,United Kingdom,Sheffield,N/A,43077
3196,3406,2017-01-26T13:56:00,4,,,Leeds,United Kingdom,West Yorkshire,N/A,11639
3197,4397,2017-01-26T14:19:00,4,,,London,United Kingdom,London,N/A,99263
3198,1190,2017-01-26T14:35:00,4,,,Taranto,Italy,Apulia,N/A,75623
3199,4941,2017-01-26T14:35:00,4,,,Southampton,United Kingdom,South Hampshire,N/A,23602
3200,3740,2017-01-26T14:45:00,4,,,Leicester,United Kingdom,Leicester,N/A,72060
3201,3949,2017-01-26T14:51:00,4,,,Leicester,United Kingdom,Leicester,N/A,87193
3202,2027,2017-01-26T14:58:00,4,,,Belfast,United Kingdom,Belfast,N/A,10601
3203,4973,2017-01-26T15:00:00,4,,,Coventry,United Kingdom,Coventry,N/A,53685
3204,3085,2017-01-26T15:31:00,4,,,Leicester,United Kingdom,Leicester,N/A,66845
3205,1481,2017-01-26T15:49:00,4,,,Belfast,United Kingdom,Belfast,N/A,13941
3206,2733,2017-01-26T16:41:00,4,,,London,United Kingdom,London,N/A,68361
3207,4636,2017-01-26T17:08:00,4,,,Middlesbrough,United Kingdom,Teesside,N/A,30075
3208,3562,2017-01-26T17:27:00,4,,,London,United Kingdom,London,N/A,82318
3209,4322,2017-01-26T17:37:00,4,,,Stoke-on-Trent,United Kingdom,Potteries,N/A,31514
3210,4294,2017-01-26T17:43:00,4,,,Cardiff,United Kingdom,Cardiff,N/A,72528
3211,3182,2017-01-27T08:30:00,4,,,Liverpool,United Kingdom,Liverpool,N/A,87839
3212,4013,2017-01-27T09:42:00,4,,,Stoke-on-Trent,United Kingdom,Potteries,N/A,84620
3213,4224,2017-01-27T10:02:00,4,,,Liverpool,United Kingdom,Liverpool,N/A,25546
3214,1545,2017-01-27T10:18:00,4,,,Leeds,United Kingdom,West Yorkshire,N/A,91524
3215,2516,2017-01-27T10:30:00,4,,,Edinburgh,United Kingdom,Edinburgh,N/A,70411
3216,2859,2017-01-27T10:43:00,4,,,Limerick,EIRE,ROI,N/A,24493
3217,4591,2017-01-27T10:56:00,4,,,Leicester,United Kingdom,Leicester,N/A,43933
3218,1149,2017-01-27T11:05:00,4,,,Zaragoza,Spain,Aragon,N/A,62899
3219,2232,2017-01-27T11:15:00,4,,,Nottingham,United Kingdom,Nottingham,N/A,56179
3220,3589,2017-01-27T11:55:00,4,,,London,United Kingdom,London,N/A,76472
3221,1360,2017-01-27T12:06:00,4,,,Glasgow,United Kingdom,Glasgow,N/A,79383
3222,3293,2017-01-27T12:10:00,4,,,Middlesbrough,United Kingdom,Teesside,N/A,11234
3223,4344,2017-01-27T12:11:00,4,,,Brighton,United Kingdom,Brighton,N/A,18222
3224,2611,2017-01-27T12:13:00,4,,,Belfast,United Kingdom,Belfast,N/A,72446
3225,4155,2017-01-27T12:19:00,4,,,Cardiff,United Kingdom,Cardiff,N/A,54253
3226,2715,2017-01-27T12:19:00,4,,,Bristol,United Kingdom,Bristol,N/A,51305
3227,2891,2017-01-27T12:23:00,4,,,London,United Kingdom,London,N/A,46195
3228,2709,2017-01-27T12:40:00,4,,,Middlesbrough,United Kingdom,Teesside,N/A,63831
3229,1235,2017-01-27T13:08:00,4,,,Düsseldorf,Germany,North Rhine-Westphalia,N/A,56020
3230,1487,2017-01-27T13:23:00,4,,,Newcastle,United Kingdom,Tyneside,N/A,47680
3231,1095,2017-01-27T13:29:00,4,,,Düsseldorf,Germany,North Rhine-Westphalia,N/A,78721
3232,1538,2017-01-27T13:37:00,4,,,Liverpool,United Kingdom,Liverpool,N/A,62653
3233,4210,2017-01-27T13:38:00,4,,,Southampton,United Kingdom,South Hampshire,N/A,51992
3234,3432,2017-01-27T13:40:00,4,,,Stoke-on-Trent,United Kingdom,Potteries,N/A,31778
3235,1220,2017-01-27T13:42:00,4,,,Hannover,Germany,Lower Saxony,N/A,42571
3236,1851,2017-01-27T13:53:00,4,,,Edinburgh,United Kingdom,Edinburgh,N/A,32580
3237,4525,2017-01-27T14:07:00,4,,,Brighton,United Kingdom,Brighton,N/A,15369
3238,2736,2017-01-27T14:10:00,4,,,Bournemouth,United Kingdom,Dorset,N/A,24528
3239,3530,2017-01-27T14:31:00,4,,,Nottingham,United Kingdom,Nottingham,N/A,58377
3240,4760,2017-01-27T14:35:00,4,,,Stoke-on-Trent,United Kingdom,Potteries,N/A,18695
3241,2378,2017-01-27T14:45:00,4,,,Bournemouth,United Kingdom,Dorset,N/A,35932
3242,1393,2017-01-27T14:46:00,4,,,Belfast,United Kingdom,Belfast,N/A,91210
3243,4248,2017-01-27T14:48:00,4,,,Glasgow,United Kingdom,Glasgow,N/A,34408
3244,5181,2017-01-27T15:02:00,4,,,Manchester,United Kingdom,Manchester,N/A,82362
3245,1724,2017-01-27T15:22:00,4,,,Belfast,United Kingdom,Belfast,N/A,11628
3246,1611,2017-01-27T15:36:00,4,,,Bristol,United Kingdom,Bristol,N/A,63174
3247,3321,2017-01-27T15:38:00,4,,,Cardiff,United Kingdom,Cardiff,N/A,63061
3248,2596,2017-01-27T15:51:00,4,,,Sheffield,United Kingdom,Sheffield,N/A,62516
3249,1875,2017-01-27T16:11:00,4,,,Birmingham,United Kingdom,West Midlands,N/A,58608
3250,4920,2017-01-27T16:13:00,4,,,Southampton,United Kingdom,South Hampshire,N/A,19712
3251,3359,2017-01-27T16:17:00,4,,,Birmingham,United Kingdom,West Midlands,N/A,98566
3252,1688,2017-01-27T16:29:00,4,,,London,United Kingdom,London,N/A,51926
3253,3148,2017-01-27T16:30:00,4,,,Bournemouth,United Kingdom,Dorset,N/A,91330
3254,3559,2017-01-27T16:43:00,4,,,Middlesbrough,United Kingdom,Teesside,N/A,41978
3255,4175,2017-01-27T16:49:00,4,,,Leicester,United Kingdom,Leicester,N/A,41059
3256,2682,2017-01-27T17:41:00,4,,,Leeds,United Kingdom,West Yorkshire,N/A,96150
3257,4505,2017-01-27T18:05:00,4,,,Brighton,United Kingdom,Brighton,N/A,78516
3258,2710,2017-01-27T19:33:00,4,,,Manchester,United Kingdom,Manchester,N/A,92607
3259,2952,2017-01-28T09:09:00,4,,,Coventry,United Kingdom,Coventry,N/A,55662
3260,1174,2017-01-28T09:20:00,4,,,Lille,France,Hauts-de-France,N/A,25905
3261,4661,2017-01-28T10:00:00,4,,,Norrköping,Sweden,Östergötland,N/A,41054
3262,1726,2017-01-28T10:08:00,4,,,Newcastle,United Kingdom,Tyneside,N/A,11452
3263,1884,2017-01-28T10:10:00,4,,,Southampton,United Kingdom,South Hampshire,N/A,76307
3264,1383,2017-01-28T10:28:00,4,,,Coventry,United Kingdom,Coventry,N/A,23489
3265,1877,2017-01-28T10:40:00,4,,,Bournemouth,United Kingdom,Dorset,N/A,97016
3266,1300,2017-01-28T10:45:00,4,,,Bordeaux,France,Nouvelle-Aquitaine,N/A,24368
3267,4199,2017-01-28T10:47:00,4,,,Brighton,United Kingdom,Brighton,N/A,71309
3268,2300,2017-01-28T11:27:00,4,,,Bournemouth,United Kingdom,Dorset,N/A,20493
3269,3886,2017-01-28T11:58:00,4,,,Southampton,United Kingdom,South Hampshire,N/A,69777
3270,4032,2017-01-28T12:06:00,4,,,Sheffield,United Kingdom,Sheffield,N/A,15308
3271,3305,2017-01-28T12:07:00,4,,,Glasgow,United Kingdom,Glasgow,N/A,19319
3272,1980,2017-01-28T12:11:00,4,,,Newcastle,United Kingdom,Tyneside,N/A,97946
3273,3035,2017-01-28T12:19:00,4,,,Stoke-on-Trent,United Kingdom,Potteries,N/A,85522
3274,3320,2017-01-28T12:21:00,4,,,Middlesbrough,United Kingdom,Teesside,N/A,55287
3275,5067,2017-01-28T12:28:00,4,,,Cardiff,United Kingdom,Cardiff,N/A,16593
3276,2679,2017-01-28T12:43:00,4,,,Stoke-on-Trent,United Kingdom,Potteries,N/A,97724
3277,4510,2017-01-28T12:48:00,4,,,Liverpool,United Kingdom,Liverpool,N/A,16931
3278,1586,2017-01-28T13:04:00,4,,,Liverpool,United Kingdom,Liverpool,N/A,53675
3279,3187,2017-01-28T13:08:00,4,,,Edinburgh,United Kingdom,Edinburgh,N/A,56844
3280,3663,2017-01-28T13:18:00,4,,,Newcastle,United Kingdom,Tyneside,N/A,64464
3281,1989,2017-01-28T13:27:00,4,,,Coventry,United Kingdom,Coventry,N/A,78768
3282,1307,2017-01-28T13:37:00,4,,,Saint-Denis,France,Réunion,N/A,55512
3283,2971,2017-01-28T13:54:00,4,,,Stoke-on-Trent,United Kingdom,Potteries,N/A,53357
3284,1066,2017-01-28T14:37:00,4,,,Sunshine Coast,Australia,QLD,N/A,79762
3285,1586,2017-01-28T14:42:00,4,,,Liverpool,United Kingdom,Liverpool,N/A,53675
3286,3432,2017-01-28T14:45:00,4,,,Stoke-on-Trent,United Kingdom,Potteries,N/A,31778
3287,2357,2017-01-28T14:53:00,4,,,Bournemouth,United Kingdom,Dorset,N/A,93806
3288,1991,2017-01-28T14:57:00,4,,,Coventry,United Kingdom,Coventry,N/A,12941
3289,2241,2017-01-28T15:09:00,4,,,Liverpool,United Kingdom,Liverpool,N/A,41573
3290,5104,2017-01-28T15:21:00,4,,,Sheffield,United Kingdom,Sheffield,N/A,46751
3291,4602,2017-01-28T15:29:00,4,,,Coventry,United Kingdom,Coventry,N/A,62652
3292,1023,2017-01-28T15:45:00,4,,,Chur,Switzerland,Graubünden,N/A,13187
3293,2486,2017-01-28T15:53:00,4,,,Leicester,United Kingdom,Leicester,N/A,54796
3294,5033,2017-01-28T16:18:00,4,,,Newcastle,United Kingdom,Tyneside,N/A,49441
3295,1545,2017-01-28T16:42:00,4,,,Leeds,United Kingdom,West Yorkshire,N/A,91524
3296,2232,2017-01-30T10:19:00,4,,,Nottingham,United Kingdom,Nottingham,N/A,56179
3297,2587,2017-01-30T10:27:00,4,,,Bournemouth,United Kingdom,Dorset,N/A,38328
3298,3885,2017-01-30T10:33:00,4,,,Edinburgh,United Kingdom,Edinburgh,N/A,73531
3299,2784,2017-01-30T10:43:00,4,,,Stoke-on-Trent,United Kingdom,Potteries,N/A,55762
3300,4425,2017-01-30T11:01:00,4,,,Leicester,United Kingdom,Leicester,N/A,15163
3301,4325,2017-01-30T11:11:00,4,,,Leicester,United Kingdom,Leicester,N/A,55076
3302,4304,2017-01-30T11:52:00,4,,,Edinburgh,United Kingdom,Edinburgh,N/A,33118
3303,3345,2017-01-30T12:09:00,4,,,Birmingham,United Kingdom,West Midlands,N/A,79331
3304,4370,2017-01-30T12:09:00,4,,,Glasgow,United Kingdom,Glasgow,N/A,38665
3305,4949,2017-01-30T12:42:00,4,,,Middlesbrough,United Kingdom,Teesside,N/A,55764
3306,2635,2017-01-30T13:36:00,4,,,Southampton,United Kingdom,South Hampshire,N/A,70397
3307,1592,2017-01-30T13:48:00,4,,,Sheffield,United Kingdom,Sheffield,N/A,44636
3308,4213,2017-01-30T13:51:00,4,,,Brighton,United Kingdom,Brighton,N/A,80416
3309,1601,2017-01-30T14:03:00,4,,,Leicester,United Kingdom,Leicester,N/A,53112
3310,1592,2017-01-30T14:05:00,4,,,Sheffield,United Kingdom,Sheffield,N/A,44636
3311,3222,2017-01-30T14:13:00,4,,,Brighton,United Kingdom,Brighton,N/A,45043
3312,4973,2017-01-30T14:19:00,4,,,Coventry,United Kingdom,Coventry,N/A,53685
3313,4683,2017-01-30T14:36:00,4,,,Bristol,United Kingdom,Bristol,N/A,13145
3314,3441,2017-01-30T14:37:00,4,,,Leeds,United Kingdom,West Yorkshire,N/A,78492
3315,1592,2017-01-30T15:22:00,4,,,Sheffield,United Kingdom,Sheffield,N/A,44636
3316,4249,2017-01-30T15:40:00,4,,,Brighton,United Kingdom,Brighton,N/A,13739
3317,4706,2017-01-30T15:48:00,4,,,Belfast,United Kingdom,Belfast,N/A,78081
3318,2564,2017-01-30T15:52:00,4,,,Leeds,United Kingdom,West Yorkshire,N/A,45735
3319,2108,2017-01-30T15:54:00,4,,,Leicester,United Kingdom,Leicester,N/A,91533
3320,1545,2017-01-31T08:56:00,4,,,Leeds,United Kingdom,West Yorkshire,N/A,91524
3321,1141,2017-01-31T09:05:00,4,,,Duisburg,Germany,North Rhine-Westphalia,N/A,59934
3322,4547,2017-01-31T09:41:00,4,,,Brighton,United Kingdom,Brighton,N/A,27802
3323,1294,2017-01-31T09:51:00,4,,,Dresden,Germany,Saxony,N/A,18121
3324,2507,2017-01-31T09:51:00,4,,,Brighton,United Kingdom,Brighton,N/A,56260
3325,2507,2017-01-31T09:55:00,4,,,Brighton,United Kingdom,Brighton,N/A,56260
3326,1304,2017-01-31T09:57:00,4,,,Toulouse,France,Occitanie,N/A,89764
3327,2047,2017-01-31T10:08:00,4,,,Coventry,United Kingdom,Coventry,N/A,13230
3328,1374,2017-01-31T10:09:00,4,,,Edinburgh,United Kingdom,Edinburgh,N/A,75022
3329,1721,2017-01-31T10:13:00,4,,,Newcastle,United Kingdom,Tyneside,N/A,11385
3330,3247,2017-01-31T10:42:00,4,,,Leicester,United Kingdom,Leicester,N/A,24998
3331,5267,2017-01-31T10:44:00,4,,,Belfast,United Kingdom,Belfast,N/A,58556
3332,4594,2017-01-31T11:25:00,4,,,Cardiff,United Kingdom,Cardiff,N/A,20218
3333,4530,2017-01-31T11:42:00,4,,,Cardiff,United Kingdom,Cardiff,N/A,32484
3334,5271,2017-01-31T11:46:00,4,,,Middlesbrough,United Kingdom,Teesside,N/A,73588
3335,1101,2017-01-31T11:46:00,4,,,Leipzig,Germany,Saxony,N/A,32628
3336,4637,2017-01-31T11:46:00,4,,,London,United Kingdom,London,N/A,80825
