next,productId,year,month,units,avg,count,max,min,prev,price,color,size,shape,agram,bgram,ygram,zgram
13,768,2017,8,15,3,5,6,1,5,6.95,,,vintage,union,jack,,apron
32,768,2017,9,13,2,5,5,1,15,6.95,,,vintage,union,jack,,apron
39,768,2017,10,32,3,9,6,1,13,6.95,,,vintage,union,jack,,apron
123,769,2017,1,34,8,4,12,6,12,1.95,,,vintage,union,jack,,pennant
297,769,2017,2,123,15,8,24,7,34,1.95,,,vintage,union,jack,,pennant
163,769,2017,3,297,19,15,55,4,123,1.95,,,vintage,union,jack,,pennant
30,769,2017,4,163,10,15,42,1,297,1.95,,,vintage,union,jack,,pennant
3,769,2017,5,30,7,4,12,3,163,1.95,,,vintage,union,jack,,pennant
24,769,2017,6,3,1,2,2,1,30,1.95,,,vintage,union,jack,,pennant
3,769,2017,7,24,12,2,12,12,3,1.95,,,vintage,union,jack,,pennant
24,769,2017,8,3,1,2,2,1,24,1.95,,,vintage,union,jack,,pennant
17,769,2017,9,24,12,2,12,12,3,1.95,,,vintage,union,jack,,pennant
12,769,2017,10,17,5,3,12,2,24,1.95,,,vintage,union,jack,,pennant
2,770,2017,1,6,1,4,3,1,2,14.95,,,,elephant,carnival,,pouffe
1,770,2017,3,2,1,2,1,1,6,14.95,,,,elephant,carnival,,pouffe
4,770,2017,4,1,1,1,1,1,2,14.95,,,,elephant,carnival,,pouffe
4,770,2017,5,4,1,3,2,1,1,14.95,,,,elephant,carnival,,pouffe
5,770,2017,6,4,2,2,2,2,4,14.95,,,,elephant,carnival,,pouffe
8,770,2017,7,5,2,2,4,1,4,14.95,,,,elephant,carnival,,pouffe
1,770,2017,8,8,2,3,6,1,5,14.95,,,,elephant,carnival,,pouffe
3,770,2017,9,1,1,1,1,1,8,14.95,,,,elephant,carnival,,pouffe
1,771,2017,3,1,1,1,1,1,1,14.95,,,vintage,triangular,,,pouffe
2,771,2017,4,1,1,1,1,1,1,14.95,,,vintage,triangular,,,pouffe
5,771,2017,6,2,2,1,2,2,1,14.95,,,vintage,triangular,,,pouffe
8,771,2017,7,5,2,2,4,1,2,14.95,,,vintage,triangular,,,pouffe
20,771,2017,8,8,4,2,6,2,5,14.95,,,vintage,triangular,,,pouffe
1,771,2017,10,20,5,4,13,1,8,14.95,,,vintage,triangular,,,pouffe
6,772,2017,1,1,1,1,1,1,2,7.95,red,,square-vintage,floor,,,cushion
1,772,2017,2,6,6,1,6,6,1,7.95,red,,square-vintage,floor,,,cushion
1,772,2017,3,1,1,1,1,1,6,7.95,red,,square-vintage,floor,,,cushion
2,772,2017,4,1,1,1,1,1,1,7.95,red,,square-vintage,floor,,,cushion
4,772,2017,5,2,2,1,2,2,1,7.95,red,,square-vintage,floor,,,cushion
1,772,2017,6,4,4,1,4,4,2,7.95,red,,square-vintage,floor,,,cushion
3,772,2017,7,1,1,1,1,1,4,7.95,red,,square-vintage,floor,,,cushion
1,772,2017,8,3,1,2,2,1,1,7.95,red,,square-vintage,floor,,,cushion
13,772,2017,9,1,1,1,1,1,3,7.95,red,,square-vintage,floor,,,cushion
15,772,2017,10,13,3,4,6,1,1,7.95,red,,square-vintage,floor,,,cushion
1,773,2017,1,4,1,3,2,1,2,8.95,,,,floor,cushion,elephant,carnival
1,773,2017,2,1,1,1,1,1,4,8.95,,,,floor,cushion,elephant,carnival
2,773,2017,3,1,1,1,1,1,1,8.95,,,,floor,cushion,elephant,carnival
9,773,2017,5,2,2,1,2,2,1,8.95,,,,floor,cushion,elephant,carnival
28,773,2017,6,9,3,3,6,1,2,8.95,,,,floor,cushion,elephant,carnival
4,773,2017,10,28,5,5,12,2,9,8.95,,,,floor,cushion,elephant,carnival
2,774,2017,1,105,15,7,30,3,36,12.75,,,,hippy,chic,decorative,parasol
3,774,2017,3,2,2,1,2,2,105,12.75,,,,hippy,chic,decorative,parasol
8,774,2017,5,3,1,2,2,1,2,12.75,,,,hippy,chic,decorative,parasol
1,774,2017,6,8,8,1,8,8,3,12.75,,,,hippy,chic,decorative,parasol
3,776,2017,1,54,18,3,30,12,12,12.75,,,,sunflower,decorative,,parasol
2,776,2017,2,3,1,2,2,1,54,12.75,,,,sunflower,decorative,,parasol
7,776,2017,4,2,1,2,1,1,3,12.75,,,,sunflower,decorative,,parasol
2,776,2017,6,7,7,1,7,7,2,12.75,,,,sunflower,decorative,,parasol
1,776,2017,8,2,1,2,1,1,7,12.75,,,,sunflower,decorative,,parasol
6,776,2017,10,1,1,1,1,1,2,12.75,,,,sunflower,decorative,,parasol
24,777,2017,4,24,24,1,24,24,36,0.39,,mini,,madras,,,notebook
576,777,2017,5,24,24,1,24,24,24,0.39,,mini,,madras,,,notebook
192,777,2017,6,576,57,10,288,24,24,0.39,,mini,,madras,,,notebook
24,777,2017,7,192,48,4,96,24,576,0.39,,mini,,madras,,,notebook
24,777,2017,8,24,24,1,24,24,192,0.39,,mini,,madras,,,notebook
48,777,2017,9,24,24,1,24,24,24,0.39,,mini,,madras,,,notebook
1,778,2017,2,6,6,1,6,6,5,1.25,,,,madras,,,notebook
240,778,2017,3,1,1,1,1,1,6,1.25,,,,madras,,,notebook
18,778,2017,6,240,30,8,144,12,1,1.25,,,,madras,,,notebook
193,779,2017,3,3,3,1,3,3,6,0.75,,medium,,madras,,,notebook
122,779,2017,6,193,24,8,120,1,3,0.75,,medium,,madras,,,notebook
116,779,2017,7,122,17,7,60,2,193,0.75,,medium,,madras,,,notebook
183,779,2017,8,116,16,7,36,8,122,0.75,,medium,,madras,,,notebook
111,779,2017,9,183,16,11,48,4,116,0.75,,medium,,madras,,,notebook
142,779,2017,10,111,12,9,36,1,183,0.75,,medium,,madras,,,notebook
18,780,2017,5,36,36,1,36,36,36,1.25,,mini,,sanskrit,,,notebook
1,780,2017,6,18,18,1,18,18,36,1.25,,mini,,sanskrit,,,notebook
10,781,2017,2,3,1,2,2,1,23,2.1,,,,tutti,frutti,,notebook
24,781,2017,3,10,5,2,6,4,3,2.1,,,,tutti,frutti,,notebook
30,781,2017,5,24,12,2,12,12,10,2.1,,,,tutti,frutti,,notebook
14,781,2017,7,30,10,3,12,6,24,2.1,,,,tutti,frutti,,notebook
60,781,2017,8,14,4,3,12,1,30,2.1,,,,tutti,frutti,,notebook
10,781,2017,9,60,30,2,48,12,14,2.1,,,,tutti,frutti,,notebook
58,781,2017,10,10,5,2,6,4,60,2.1,,,,tutti,frutti,,notebook
6,782,2017,1,49,24,2,48,1,27,0.85,,,,tutti,frutti,fob,notebook
54,782,2017,2,6,3,2,3,3,49,0.85,,,,tutti,frutti,fob,notebook
14,782,2017,3,54,18,3,24,6,6,0.85,,,,tutti,frutti,fob,notebook
12,782,2017,4,14,7,2,12,2,54,0.85,,,,tutti,frutti,fob,notebook
52,782,2017,5,12,12,1,12,12,14,0.85,,,,tutti,frutti,fob,notebook
24,782,2017,6,52,13,4,24,1,12,0.85,,,,tutti,frutti,fob,notebook
5,782,2017,8,24,12,2,12,12,52,0.85,,,,tutti,frutti,fob,notebook
175,782,2017,9,5,1,3,3,1,24,0.85,,,,tutti,frutti,fob,notebook
93,782,2017,10,175,29,6,96,1,5,0.85,,,,tutti,frutti,fob,notebook
24,783,2017,3,24,24,1,24,24,15,0.29,,,,tutti,frutti,keyring,ball
1,783,2017,4,24,24,1,24,24,24,0.29,,,,tutti,frutti,keyring,ball
28,783,2017,5,1,1,1,1,1,24,0.29,,,,tutti,frutti,keyring,ball
264,783,2017,6,28,14,2,25,3,1,0.29,,,,tutti,frutti,keyring,ball
120,783,2017,7,264,52,5,96,24,28,0.29,,,,tutti,frutti,keyring,ball
626,783,2017,8,120,120,1,120,120,264,0.29,,,,tutti,frutti,keyring,ball
70,784,2017,1,24,24,1,24,24,13,0.29,,,,tutti,frutti,,pen
48,784,2017,3,70,23,3,56,6,24,0.29,,,,tutti,frutti,,pen
6,784,2017,5,48,48,1,48,48,70,0.29,,,,tutti,frutti,,pen
744,784,2017,6,6,2,3,3,1,48,0.29,,,,tutti,frutti,,pen
168,784,2017,7,744,67,11,336,24,6,0.29,,,,tutti,frutti,,pen
240,784,2017,8,168,42,4,96,24,744,0.29,,,,tutti,frutti,,pen
667,784,2017,9,240,40,6,72,24,168,0.29,,,,tutti,frutti,,pen
458,784,2017,10,667,47,14,192,2,240,0.29,,,,tutti,frutti,,pen
30,785,2017,1,12,12,1,12,12,19,1.06,,,,tutti,frutti,,mirror
60,785,2017,2,30,15,2,24,6,12,1.06,,,,tutti,frutti,,mirror
24,785,2017,3,60,20,3,36,12,30,1.06,,,,tutti,frutti,,mirror
12,785,2017,4,24,12,2,12,12,60,1.06,,,,tutti,frutti,,mirror
40,785,2017,5,12,12,1,12,12,24,1.06,,,,tutti,frutti,,mirror
38,785,2017,6,40,13,3,24,4,12,1.06,,,,tutti,frutti,,mirror
93,785,2017,7,38,12,3,24,2,40,1.06,,,,tutti,frutti,,mirror
42,785,2017,8,93,23,4,72,3,38,1.06,,,,tutti,frutti,,mirror
14,785,2017,9,42,10,4,12,6,93,1.06,,,,tutti,frutti,,mirror
106,785,2017,10,14,7,2,12,2,42,1.06,,,,tutti,frutti,,mirror
32,786,2017,1,60,15,4,24,12,40,1.25,,,heart,tutti,,,frutti
16,786,2017,2,32,6,5,12,2,60,1.25,,,heart,tutti,,,frutti
1,786,2017,3,16,8,2,12,4,32,1.25,,,heart,tutti,,,frutti
17,786,2017,4,1,1,1,1,1,16,1.25,,,heart,tutti,,,frutti
15,786,2017,5,17,5,3,12,2,1,1.25,,,heart,tutti,,,frutti
6,786,2017,6,15,7,2,12,3,17,1.25,,,heart,tutti,,,frutti
6,786,2017,8,6,6,1,6,6,15,1.25,,,heart,tutti,,,frutti
4,786,2017,9,6,6,1,6,6,6,1.25,,,heart,tutti,,,frutti
18,786,2017,10,4,2,2,3,1,6,1.25,,,heart,tutti,,,frutti
1,787,2017,3,24,24,1,24,24,33,2.1,,,,tutti,frutti,,purse
4,787,2017,6,1,1,1,1,1,24,2.1,,,,tutti,frutti,,purse
18,787,2017,7,4,4,1,4,4,1,2.1,,,,tutti,frutti,,purse
26,787,2017,8,18,9,2,12,6,4,2.1,,,,tutti,frutti,,purse
1,787,2017,9,26,8,3,12,2,18,2.1,,,,tutti,frutti,,purse
10,787,2017,10,1,1,1,1,1,26,2.1,,,,tutti,frutti,,purse
25,788,2017,2,24,24,1,24,24,193,1.25,,small,,tutti,frutti,,purse
3,788,2017,3,25,12,2,24,1,24,1.25,,small,,tutti,frutti,,purse
16,788,2017,4,3,3,1,3,3,25,1.25,,small,,tutti,frutti,,purse
29,788,2017,5,16,16,1,16,16,3,1.25,,small,,tutti,frutti,,purse
2,788,2017,6,29,9,3,24,1,16,1.25,,small,,tutti,frutti,,purse
30,788,2017,7,2,2,1,2,2,29,1.25,,small,,tutti,frutti,,purse
84,788,2017,8,30,15,2,24,6,2,1.25,,small,,tutti,frutti,,purse
169,788,2017,9,84,28,3,48,12,30,1.25,,small,,tutti,frutti,,purse
79,788,2017,10,169,42,4,96,1,84,1.25,,small,,tutti,frutti,,purse
33,789,2017,1,240,60,4,96,48,152,0.19,,,,tutti,frutti,,bracelet
202,789,2017,3,33,16,2,31,2,240,0.19,,,,tutti,frutti,,bracelet
302,789,2017,5,202,101,2,192,10,33,0.19,,,,tutti,frutti,,bracelet
467,789,2017,7,302,37,8,72,14,202,0.19,,,,tutti,frutti,,bracelet
224,789,2017,8,467,77,6,288,4,302,0.19,,,,tutti,frutti,,bracelet
284,789,2017,9,224,32,7,72,10,467,0.19,,,,tutti,frutti,,bracelet
269,789,2017,10,284,40,7,144,7,224,0.19,,,,tutti,frutti,,bracelet
7,790,2017,1,4,4,1,4,4,120,1.65,,,,hanging,etched,,tealight
26,791,2017,1,9,3,3,6,1,12,0.39,,,,ridged,finger,,bowl
13,791,2017,2,26,6,4,12,1,9,0.39,,,,ridged,finger,,bowl
332,791,2017,3,13,4,3,6,1,26,0.39,,,,ridged,finger,,bowl
196,791,2017,4,332,55,6,144,2,13,0.39,,,,ridged,finger,,bowl
138,791,2017,5,196,24,8,36,4,332,0.39,,,,ridged,finger,,bowl
190,791,2017,6,138,19,7,36,6,196,0.39,,,,ridged,finger,,bowl
26,791,2017,7,190,27,7,72,2,138,0.39,,,,ridged,finger,,bowl
4,791,2017,8,26,8,3,12,4,190,0.39,,,,ridged,finger,,bowl
14,793,2017,1,48,12,4,18,6,7,1.45,,,,ridged,posy,,vase
30,793,2017,2,14,4,3,6,2,48,1.45,,,,ridged,posy,,vase
18,793,2017,3,30,6,5,6,6,14,1.45,,,,ridged,posy,,vase
4,794,2017,1,8,2,4,3,1,16,6.95,,,,milk,,,stopper
152,795,2017,1,141,9,15,50,1,104,3.95,,,,beurre,,,dish
61,795,2017,2,152,11,13,48,2,141,3.95,,,,beurre,,,dish
62,795,2017,3,61,4,13,17,1,152,3.95,,,,beurre,,,dish
82,795,2017,4,62,6,10,24,1,61,3.95,,,,beurre,,,dish
92,795,2017,5,82,7,11,24,1,62,3.95,,,,beurre,,,dish
75,795,2017,6,92,8,11,32,1,82,3.95,,,,beurre,,,dish
15,797,2017,1,1,1,1,1,1,49,5.95,,,vintage,coffee,,,
3,797,2017,2,15,2,7,3,1,1,5.95,,,vintage,coffee,,,
1,797,2017,3,3,1,2,2,1,15,5.95,,,vintage,coffee,,,
1,797,2017,4,1,1,1,1,1,3,5.95,,,vintage,coffee,,,
2,797,2017,5,1,1,1,1,1,1,5.95,,,vintage,coffee,,,
2,797,2017,7,2,2,1,2,2,1,5.95,,,vintage,coffee,,,
1,798,2017,1,7,2,3,3,1,65,3.75,cream,,,ridged,storage,jar,lid
4,798,2017,2,1,1,1,1,1,7,3.75,cream,,,ridged,storage,jar,lid
4,798,2017,3,4,1,3,2,1,1,3.75,cream,,,ridged,storage,jar,lid
4,798,2017,4,4,4,1,4,4,4,3.75,cream,,,ridged,storage,jar,lid
9,798,2017,5,4,4,1,4,4,4,3.75,cream,,,ridged,storage,jar,lid
3,798,2017,8,9,9,1,9,9,4,3.75,cream,,,ridged,storage,jar,lid
40,799,2017,1,6,6,1,6,6,36,0.65,light,,,ridged,,,holder
37,799,2017,2,40,10,4,12,6,6,0.65,light,,,ridged,,,holder
84,799,2017,4,37,9,4,12,6,40,0.65,light,,,ridged,,,holder
26,799,2017,5,84,28,3,48,12,37,0.65,light,,,ridged,,,holder
24,799,2017,6,26,13,2,24,2,84,0.65,light,,,ridged,,,holder
17,799,2017,8,24,12,2,12,12,26,0.65,light,,,ridged,,,holder
10,799,2017,9,17,5,3,12,2,24,0.65,light,,,ridged,,,holder
80,799,2017,10,10,10,1,10,10,17,0.65,light,,,ridged,,,holder
468,801,2017,1,502,25,20,120,4,102,1.45,red,,,stripe,drawer,,knob
569,801,2017,2,468,31,15,144,1,502,1.45,red,,,stripe,drawer,,knob
233,801,2017,3,569,35,16,122,2,468,1.45,red,,,stripe,drawer,,knob
403,801,2017,4,233,16,14,36,4,569,1.45,red,,,stripe,drawer,,knob
724,801,2017,5,403,20,20,104,1,233,1.45,red,,,stripe,drawer,,knob
290,801,2017,6,724,32,22,108,2,403,1.45,red,,,stripe,drawer,,knob
396,801,2017,7,290,22,13,108,1,724,1.45,red,,,stripe,drawer,,knob
559,801,2017,8,396,17,23,96,1,290,1.45,red,,,stripe,drawer,,knob
331,801,2017,9,559,26,21,133,2,396,1.45,red,,,stripe,drawer,,knob
410,801,2017,10,331,16,20,48,1,559,1.45,red,,,stripe,drawer,,knob
563,802,2017,1,355,19,18,96,1,132,1.45,blue,,,stripe,drawer,,knob
551,802,2017,2,563,37,15,135,6,355,1.45,blue,,,stripe,drawer,,knob
415,802,2017,3,551,27,20,120,1,563,1.45,blue,,,stripe,drawer,,knob
366,802,2017,4,415,27,15,96,4,551,1.45,blue,,,stripe,drawer,,knob
428,802,2017,5,366,21,17,100,1,415,1.45,blue,,,stripe,drawer,,knob
274,802,2017,6,428,23,18,60,6,366,1.45,blue,,,stripe,drawer,,knob
436,802,2017,7,274,21,13,108,3,428,1.45,blue,,,stripe,drawer,,knob
654,802,2017,8,436,22,19,110,2,274,1.45,blue,,,stripe,drawer,,knob
286,802,2017,9,654,31,21,122,6,436,1.45,blue,,,stripe,drawer,,knob
430,802,2017,10,286,13,21,48,1,654,1.45,blue,,,stripe,drawer,,knob
347,803,2017,1,273,18,15,42,6,312,1.45,blue,,spot,drawer,,,knob
384,803,2017,2,347,21,16,124,2,273,1.45,blue,,spot,drawer,,,knob
250,803,2017,3,384,21,18,102,2,347,1.45,blue,,spot,drawer,,,knob
273,803,2017,4,250,16,15,42,2,384,1.45,blue,,spot,drawer,,,knob
429,803,2017,5,273,21,13,100,1,250,1.45,blue,,spot,drawer,,,knob
169,803,2017,6,429,21,20,48,6,273,1.45,blue,,spot,drawer,,,knob
268,803,2017,7,169,15,11,39,1,429,1.45,blue,,spot,drawer,,,knob
510,803,2017,8,268,15,17,32,2,169,1.45,blue,,spot,drawer,,,knob
228,803,2017,9,510,28,18,114,4,268,1.45,blue,,spot,drawer,,,knob
519,803,2017,10,228,13,17,25,2,510,1.45,blue,,spot,drawer,,,knob
527,804,2017,1,276,17,16,42,12,315,1.25,red,,spot,drawer,,,knob
198,804,2017,2,527,37,14,120,2,276,1.25,red,,spot,drawer,,,knob
511,804,2017,3,198,14,14,30,2,527,1.25,red,,spot,drawer,,,knob
246,804,2017,4,511,28,18,126,2,198,1.25,red,,spot,drawer,,,knob
277,804,2017,5,246,14,17,60,2,511,1.25,red,,spot,drawer,,,knob
279,804,2017,6,277,18,15,36,6,246,1.25,red,,spot,drawer,,,knob
392,804,2017,7,279,18,15,96,1,277,1.25,red,,spot,drawer,,,knob
349,804,2017,8,392,19,20,96,2,279,1.25,red,,spot,drawer,,,knob
213,804,2017,9,349,20,17,96,1,392,1.25,red,,spot,drawer,,,knob
353,804,2017,10,213,15,14,25,3,349,1.25,red,,spot,drawer,,,knob
708,805,2017,1,277,18,15,54,1,327,1.45,red-white,,spot,drawer,,,knob
294,805,2017,2,708,44,16,132,6,277,1.45,red-white,,spot,drawer,,,knob
309,805,2017,3,294,17,17,108,1,708,1.45,red-white,,spot,drawer,,,knob
473,805,2017,4,309,23,13,84,4,294,1.45,red-white,,spot,drawer,,,knob
530,805,2017,5,473,26,18,100,1,309,1.45,red-white,,spot,drawer,,,knob
146,805,2017,6,530,27,19,144,1,473,1.45,red-white,,spot,drawer,,,knob
445,805,2017,7,146,11,13,36,1,530,1.45,red-white,,spot,drawer,,,knob
526,805,2017,8,445,21,21,96,2,146,1.45,red-white,,spot,drawer,,,knob
262,805,2017,9,526,25,21,108,1,445,1.45,red-white,,spot,drawer,,,knob
199,805,2017,10,262,14,18,33,2,526,1.45,red-white,,spot,drawer,,,knob
472,806,2017,1,296,18,16,42,3,426,1.45,blue-white,,spot,drawer,,,knob
301,806,2017,2,472,39,12,132,6,296,1.45,blue-white,,spot,drawer,,,knob
180,806,2017,3,301,20,15,120,2,472,1.45,blue-white,,spot,drawer,,,knob
377,806,2017,4,180,15,12,42,2,301,1.45,blue-white,,spot,drawer,,,knob
633,806,2017,5,377,26,14,98,6,180,1.45,blue-white,,spot,drawer,,,knob
178,806,2017,6,633,27,23,120,6,377,1.45,blue-white,,spot,drawer,,,knob
124,806,2017,7,178,17,10,96,2,633,1.45,blue-white,,spot,drawer,,,knob
352,806,2017,8,124,12,10,30,2,178,1.45,blue-white,,spot,drawer,,,knob
362,806,2017,9,352,19,18,96,2,124,1.45,blue-white,,spot,drawer,,,knob
240,806,2017,10,362,19,19,96,1,352,1.45,blue-white,,spot,drawer,,,knob
30,807,2017,1,48,16,3,24,12,54,1.63,,,butterflies,stickers,,,
43,807,2017,2,30,10,3,12,6,48,1.63,,,butterflies,stickers,,,
30,807,2017,3,43,8,5,12,1,30,1.63,,,butterflies,stickers,,,
72,807,2017,4,30,7,4,12,6,43,1.63,,,butterflies,stickers,,,
60,807,2017,5,72,18,4,36,12,30,1.63,,,butterflies,stickers,,,
54,807,2017,6,60,8,7,24,6,72,1.63,,,butterflies,stickers,,,
39,807,2017,9,54,10,5,24,6,60,1.63,,,butterflies,stickers,,,
69,807,2017,10,39,13,3,36,1,54,1.63,,,butterflies,stickers,,,
3,808,2017,1,6,6,1,6,6,30,0.85,,,flowers,stickers,,,
19,808,2017,2,3,3,1,3,3,6,0.85,,,flowers,stickers,,,
6,808,2017,3,19,6,3,12,1,3,0.85,,,flowers,stickers,,,
48,808,2017,4,6,6,1,6,6,19,0.85,,,flowers,stickers,,,
24,808,2017,5,48,12,4,18,6,6,0.85,,,flowers,stickers,,,
12,808,2017,6,24,12,2,18,6,48,0.85,,,flowers,stickers,,,
21,808,2017,8,12,12,1,12,12,24,0.85,,,flowers,stickers,,,
9,808,2017,9,21,5,4,12,1,12,0.85,,,flowers,stickers,,,
21,808,2017,10,9,1,5,3,1,21,0.85,,,flowers,stickers,,,
60,809,2017,1,114,11,10,24,4,87,0.85,,,hearts,stickers,,,
55,809,2017,2,60,15,4,36,6,114,0.85,,,hearts,stickers,,,
48,809,2017,3,55,9,6,12,1,60,0.85,,,hearts,stickers,,,
12,809,2017,4,48,9,5,12,6,55,0.85,,,hearts,stickers,,,
60,809,2017,5,12,6,2,6,6,48,0.85,,,hearts,stickers,,,
24,809,2017,6,60,10,6,12,6,12,0.85,,,hearts,stickers,,,
36,809,2017,7,24,12,2,12,12,60,0.85,,,hearts,stickers,,,
55,809,2017,8,36,12,3,18,6,24,0.85,,,hearts,stickers,,,
82,809,2017,9,55,13,4,24,1,36,0.85,,,hearts,stickers,,,
115,809,2017,10,82,11,7,36,1,55,0.85,,,hearts,stickers,,,
6,810,2017,3,1,1,1,1,1,7,0.85,,,,pattern,,,stickers
18,810,2017,4,6,6,1,6,6,1,0.85,,,,pattern,,,stickers
12,810,2017,5,18,9,2,12,6,6,0.85,,,,pattern,,,stickers
6,810,2017,6,12,6,2,6,6,18,0.85,,,,pattern,,,stickers
6,810,2017,7,6,6,1,6,6,12,0.85,,,,pattern,,,stickers
12,810,2017,8,6,6,1,6,6,6,0.85,,,,pattern,,,stickers
6,810,2017,9,12,12,1,12,12,6,0.85,,,,pattern,,,stickers
30,810,2017,10,6,6,1,6,6,12,0.85,,,,pattern,,,stickers
37,811,2017,1,148,21,7,48,6,63,0.85,,,skulls,stickers,,,
91,811,2017,2,37,7,5,12,1,148,0.85,,,skulls,stickers,,,
18,811,2017,3,91,10,9,24,1,37,0.85,,,skulls,stickers,,,
66,811,2017,4,18,9,2,12,6,91,0.85,,,skulls,stickers,,,
119,811,2017,5,66,13,5,24,6,18,0.85,,,skulls,stickers,,,
72,811,2017,6,119,11,10,48,1,66,0.85,,,skulls,stickers,,,
18,811,2017,7,72,18,4,36,12,119,0.85,,,skulls,stickers,,,
108,811,2017,8,18,9,2,12,6,72,0.85,,,skulls,stickers,,,
139,811,2017,9,108,18,6,36,6,18,0.85,,,skulls,stickers,,,
144,811,2017,10,139,27,5,48,1,108,0.85,,,skulls,stickers,,,
28,812,2017,1,72,18,4,36,12,102,0.85,,,,woodland,,,stickers
12,812,2017,2,28,9,3,12,4,72,0.85,,,,woodland,,,stickers
36,812,2017,3,12,12,1,12,12,28,0.85,,,,woodland,,,stickers
55,812,2017,4,36,12,3,12,12,12,0.85,,,,woodland,,,stickers
19,812,2017,5,55,18,3,48,1,36,0.85,,,,woodland,,,stickers
24,812,2017,6,19,6,3,12,1,55,0.85,,,,woodland,,,stickers
42,812,2017,7,24,12,2,12,12,19,0.85,,,,woodland,,,stickers
228,812,2017,8,42,10,4,12,6,24,0.85,,,,woodland,,,stickers
72,812,2017,9,228,38,6,144,12,42,0.85,,,,woodland,,,stickers
78,812,2017,10,72,12,6,24,6,228,0.85,,,,woodland,,,stickers
10,814,2017,1,6,3,2,4,2,24,4.95,,,,medina,,,bowl
24,814,2017,2,10,3,3,4,2,6,4.95,,,,medina,,,bowl
5,814,2017,3,24,4,6,4,4,10,4.95,,,,medina,,,bowl
4,814,2017,4,5,2,2,4,1,24,4.95,,,,medina,,,bowl
18,814,2017,5,4,4,1,4,4,5,4.95,,,,medina,,,bowl
8,814,2017,6,18,3,5,4,2,4,4.95,,,,medina,,,bowl
6,814,2017,7,8,4,2,4,4,18,4.95,,,,medina,,,bowl
6,814,2017,8,6,2,3,2,2,8,4.95,,,,medina,,,bowl
49,814,2017,9,6,2,3,4,1,6,4.95,,,,medina,,,bowl
16,814,2017,10,49,6,8,16,1,6,4.95,,,,medina,,,bowl
9,815,2017,1,21,5,4,12,1,37,2.95,,medium,,medina,,,bowl
20,815,2017,2,9,3,3,6,1,21,2.95,,medium,,medina,,,bowl
23,815,2017,3,20,5,4,6,2,9,2.95,,medium,,medina,,,bowl
12,815,2017,4,23,7,3,12,2,20,2.95,,medium,,medina,,,bowl
2,815,2017,5,12,6,2,6,6,23,2.95,,medium,,medina,,,bowl
28,815,2017,6,2,2,1,2,2,12,2.95,,medium,,medina,,,bowl
28,815,2017,7,28,7,4,12,1,2,2.95,,medium,,medina,,,bowl
36,815,2017,8,28,5,5,12,2,28,2.95,,medium,,medina,,,bowl
65,815,2017,9,36,7,5,18,2,28,2.95,,medium,,medina,,,bowl
10,815,2017,10,65,9,7,30,2,36,2.95,,medium,,medina,,,bowl
362,816,2017,1,24,12,2,12,12,84,0.85,,small,,medina,,,bowl
4,816,2017,2,362,181,2,360,2,24,0.85,,small,,medina,,,bowl
6,816,2017,3,4,2,2,2,2,362,0.85,,small,,medina,,,bowl
12,816,2017,4,6,2,3,2,2,4,0.85,,small,,medina,,,bowl
48,816,2017,5,12,12,1,12,12,6,0.85,,small,,medina,,,bowl
12,816,2017,6,48,24,2,36,12,12,0.85,,small,,medina,,,bowl
110,816,2017,7,12,12,1,12,12,48,0.85,,small,,medina,,,bowl
15,816,2017,8,110,55,2,108,2,12,0.85,,small,,medina,,,bowl
31,816,2017,9,15,3,4,12,1,110,0.85,,small,,medina,,,bowl
44,816,2017,10,31,7,4,12,1,15,0.85,,small,,medina,,,bowl
2,817,2017,1,3,1,2,2,1,1,39.95,,,,medina,,,stool
4,817,2017,2,2,2,1,2,2,3,39.95,,,,medina,,,stool
1,817,2017,3,4,1,3,2,1,2,39.95,,,,medina,,,stool
11,817,2017,4,1,1,1,1,1,4,39.95,,,,medina,,,stool
6,817,2017,5,11,5,2,10,1,1,39.95,,,,medina,,,stool
2,817,2017,6,6,2,3,3,1,11,39.95,,,,medina,,,stool
2,817,2017,8,2,1,2,1,1,6,39.95,,,,medina,,,stool
1,817,2017,9,2,1,2,1,1,2,39.95,,,,medina,,,stool
18,818,2017,1,18,9,2,12,6,42,2.95,silver,small,,plate,candle,,bowl
43,818,2017,2,18,6,3,6,6,18,2.95,silver,small,,plate,candle,,bowl
24,818,2017,3,43,7,6,12,1,18,2.95,silver,small,,plate,candle,,bowl
12,818,2017,4,24,8,3,12,6,43,2.95,silver,small,,plate,candle,,bowl
78,818,2017,5,12,6,2,6,6,24,2.95,silver,small,,plate,candle,,bowl
18,818,2017,6,78,15,5,48,6,12,2.95,silver,small,,plate,candle,,bowl
6,818,2017,7,18,9,2,12,6,78,2.95,silver,small,,plate,candle,,bowl
15,818,2017,8,6,6,1,6,6,18,2.95,silver,small,,plate,candle,,bowl
12,818,2017,9,15,7,2,12,3,6,2.95,silver,small,,plate,candle,,bowl
30,818,2017,10,12,6,2,6,6,15,2.95,silver,small,,plate,candle,,bowl
7,819,2017,2,4,4,1,4,4,9,3.75,silver,,flower,candle,,,pot
10,819,2017,3,7,3,2,6,1,4,3.75,silver,,flower,candle,,,pot
11,819,2017,4,10,10,1,10,10,7,3.75,silver,,flower,candle,,,pot
20,819,2017,5,11,3,3,6,1,10,3.75,silver,,flower,candle,,,pot
